word,level,pos,url,audioUk,audioUs
laugh,a1,noun,/definition/english/laugh_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/laugh/laugh__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lau/laugh/laugh__us_1.mp3
laugh,a1,verb,/definition/english/laugh_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/laugh/laugh__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lau/laugh/laugh__us_1.mp3
laughter,a2,noun,/definition/english/laughter,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/laugh/laughter__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lau/laugh/laughter__us_1.mp3
launch,b2,noun,/definition/english/launch_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lau/launc/launch__us_1.mp3
launch,b2,verb,/definition/english/launch_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lau/launc/launch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lau/launc/launch__us_1.mp3
law,a2,noun,/definition/english/law,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/law/law__/law__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/law/law__/law__us_1.mp3
lawn,c1,noun,/definition/english/lawn,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/law/lawn_/lawn__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/law/lawn_/lawn__us_1.mp3
lawsuit,c1,noun,/definition/english/lawsuit,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/law/lawsu/lawsuit__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/law/lawsu/lawsuit__us_1.mp3
lawyer,a2,noun,/definition/english/lawyer,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/law/lawye/lawyer__gb_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/law/lawye/lawyer__us_1_rr.mp3
lay,b1,verb,/definition/english/lay_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lay/lay__/lay__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lay/lay__/lay__us_1.mp3
layer,b1,noun,/definition/english/layer_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lay/layer/layer__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lay/layer/layer__us_4.mp3
layout,c1,noun,/definition/english/layout,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lay/layou/layout__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lay/layou/layout__us_1.mp3
lazy,a2,adjective,/definition/english/lazy,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/laz/lazy_/lazy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/laz/lazy_/lazy__us_1.mp3
lead,b1,noun,/definition/english/lead1_2#lead_hm1_sng_21,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/lead_/lead__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/lead_/lead__us_1.mp3
lead,a2,verb,/definition/english/lead1_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/lead_/lead__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/lead_/lead__us_1.mp3
leader,a2,noun,/definition/english/leader,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leade/leader__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leade/leader__us_1.mp3
leadership,b2,noun,/definition/english/leadership,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leade/leadership__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leade/leadership__us_1.mp3
leading,b1,adjective,/definition/english/leading1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leadi/leading__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leadi/leading__us_5.mp3
leaf,b1,noun,/definition/english/leaf_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leaf_/leaf__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leaf_/leaf__us_1.mp3
leaflet,b2,noun,/definition/english/leaflet_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leafl/leaflet__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leafl/leaflet__us_1.mp3
league,b2,noun,/definition/english/league,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leagu/league__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leagu/league__us_1.mp3
leak,c1,noun,/definition/english/leak_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leak_/leak__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leak_/leak__us_1.mp3
leak,c1,verb,/definition/english/leak_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leak_/leak__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leak_/leak__us_1.mp3
lean,b2,verb,/definition/english/lean_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/lean_/lean__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/lean_/lean__us_1.mp3
leap,c1,noun,/definition/english/leap_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leap_/leap__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leap_/leap__us_1.mp3
leap,c1,verb,/definition/english/leap_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leap_/leap__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leap_/leap__us_1.mp3
learn,a1,verb,/definition/english/learn,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/learn/learn__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/learn/learn__us_1.mp3
learning,a2,noun,/definition/english/learning,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/learn/learning__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/learn/learning__us_1.mp3
least,a2,adverb,/definition/english/least_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/least/least__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/least/least__us_1.mp3
least,a2,determiner,/definition/english/least_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/least/least__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/least/least__us_1.mp3
least,a2,pronoun,/definition/english/least_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/least/least__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/least/least__us_1.mp3
leather,b1,noun,/definition/english/leather,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leath/leather__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leath/leather__us_1.mp3
leave,b2,noun,/definition/english/leave_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leave/leave__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leave/leave__us_1.mp3
leave,a1,verb,/definition/english/leave_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lea/leave/leave__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lea/leave/leave__us_1.mp3
lecture,a2,noun,/definition/english/lecture_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lec/lectu/lecture__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lec/lectu/lecture__us_1.mp3
lecture,a2,verb,/definition/english/lecture_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lec/lectu/lecture__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lec/lectu/lecture__us_1.mp3
left,a1,adjective,/definition/english/left_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lef/left_/left__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lef/left_/left__us_2.mp3
left,a1,adverb,/definition/english/left_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lef/left_/left__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lef/left_/left__us_2.mp3
left,a1,noun,/definition/english/left_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lef/left_/left__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lef/left_/left__us_2.mp3
leg,a1,noun,/definition/english/leg_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/leg__/leg__gb_6.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/leg__/leg__us_1.mp3
legacy,c1,noun,/definition/english/legacy_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legac/legacy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legac/legacy__us_1.mp3
legal,b1,adjective,/definition/english/legal,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legal/legal__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legal/legal__us_1.mp3
legend,b2,noun,/definition/english/legend,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legen/legend__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legen/legend__us_1.mp3
legendary,c1,adjective,/definition/english/legendary,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legen/legendary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legen/legendary__us_1.mp3
legislation,c1,noun,/definition/english/legislation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legis/legislation__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legis/legislation__us_1.mp3
legislative,c1,adjective,/definition/english/legislative,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legis/legislative__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legis/legislative__us_1.mp3
legislature,c1,noun,/definition/english/legislature,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legis/legislature__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legis/legislature__us_1.mp3
legitimate,c1,adjective,/definition/english/legitimate,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/leg/legit/legitimate__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/leg/legit/legitimate__us_1.mp3
leisure,b1,noun,/definition/english/leisure,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lei/leisu/leisure__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lei/leisu/leisure__us_1_rr.mp3
lemon,a2,noun,/definition/english/lemon_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lem/lemon/lemon__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lem/lemon/lemon__us_2.mp3
lend,a2,verb,/definition/english/lend,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/len/lend_/lend__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/len/lend_/lend__us_1.mp3
length,b1,noun,/definition/english/length,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/len/lengt/length__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/len/lengt/length__us_3.mp3
lengthy,c1,adjective,/definition/english/lengthy,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/len/lengt/lengthy__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/len/lengt/lengthy__us_1_rr.mp3
lens,b2,noun,/definition/english/lens,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/len/lens_/lens__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/len/lens_/lens__us_1.mp3
lesbian,c1,adjective,/definition/english/lesbian_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/lesbi/lesbian__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/lesbi/lesbian__us_1.mp3
less,a2,adverb,/definition/english/less_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/less_/less__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/less_/less__us_1.mp3
less,a2,determiner,/definition/english/less_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/less_/less__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/less_/less__us_1.mp3
less,a2,pronoun,/definition/english/less_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/less_/less__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/less_/less__us_1.mp3
lesser,c1,adjective,/definition/english/lesser_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/lesse/lesser__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/lesse/lesser__us_1.mp3
lesson,a1,noun,/definition/english/lesson,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/les/lesso/lesson__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/les/lesso/lesson__us_4.mp3
let,a1,verb,/definition/english/let_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/let/let__/let__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/let/let__/let__us_1.mp3
lethal,c1,adjective,/definition/english/lethal,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/let/letha/lethal__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/let/letha/lethal__us_1.mp3
letter,a1,noun,/definition/english/letter_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/let/lette/letter__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/let/lette/letter__us_3.mp3
level,b1,adjective,/definition/english/level_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lev/level/level__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lev/level/level__us_2.mp3
level,a2,noun,/definition/english/level_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lev/level/level__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lev/level/level__us_2.mp3
level,b2,verb,/definition/english/level_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lev/level/level__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lev/level/level__us_2.mp3
liable,c1,adjective,/definition/english/liable,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lia/liabl/liable__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lia/liabl/liable__us_1.mp3
liberal,c1,adjective,/definition/english/liberal_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lib/liber/liberal__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lib/liber/liberal__us_1_rr.mp3
liberal,c1,noun,/definition/english/liberal_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lib/liber/liberal__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lib/liber/liberal__us_1_rr.mp3
liberation,c1,noun,/definition/english/liberation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lib/liber/liberation__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lib/liber/liberation__us_1.mp3
liberty,c1,noun,/definition/english/liberty_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lib/liber/liberty__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lib/liber/liberty__us_1.mp3
library,a1,noun,/definition/english/library,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lib/libra/library__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lib/libra/library__us_1.mp3
licence,b2,noun,/definition/english/licence,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lic/licen/licence__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lic/licen/licence__us_2.mp3
license,c1,verb,/definition/english/license_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lic/licen/license__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lic/licen/license__us_1.mp3
lie,b1,noun,/definition/english/lie2_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lie/lie__/lie__us_1.mp3
lie,a1,verb,/definition/english/lie1_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lie/lie__/lie__us_1.mp3
lie,b1,verb,/definition/english/lie2_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lie/lie__/lie__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lie/lie__/lie__us_1.mp3
life,a1,noun,/definition/english/life_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/life_/life__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/life_/life__us_1.mp3
lifelong,c1,adjective,/definition/english/lifelong,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lifel/lifelong__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/lifel/lifelong__us_3.mp3
lifestyle,a2,noun,/definition/english/lifestyle,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lifes/lifestyle__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/lifes/lifestyle__us_2.mp3
lifetime,b2,noun,/definition/english/lifetime,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lifet/lifetime__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/lifet/lifetime__us_1.mp3
lift,a2,noun,/definition/english/lift_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/lift_/lift__us_1.mp3
lift,a2,verb,/definition/english/lift_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lif/lift_/lift__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lif/lift_/lift__us_1.mp3
light,a1,adjective,/definition/english/light_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lig/light/light__us_1.mp3
light,a1,noun,/definition/english/light_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lig/light/light__us_1.mp3
light,a2,verb,/definition/english/light_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/light__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lig/light/light__us_1.mp3
lighting,b2,noun,/definition/english/lighting,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lig/light/lighting__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lig/light/lighting__us_1.mp3
like,b1,noun,/definition/english/like_4,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/like_/like__us_1.mp3
like,a1,preposition,/definition/english/like_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/like_/like__us_1.mp3
like,a1,verb,/definition/english/like_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/like_/like__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/like_/like__us_1.mp3
likelihood,c1,noun,/definition/english/likelihood,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likel/likelihood__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/likel/likelihood__us_1.mp3
likely,a2,adjective,/definition/english/likely_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likel/likely__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/likel/likely__us_2.mp3
likewise,b2,adverb,/definition/english/likewise,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lik/likew/likewise__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lik/likew/likewise__us_1.mp3
limb,c1,noun,/definition/english/limb,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limb_/limb__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lim/limb_/limb__us_1.mp3
limit,b1,noun,/definition/english/limit_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lim/limit/limit__us_1.mp3
limit,b1,verb,/definition/english/limit_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limit__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lim/limit/limit__us_1.mp3
limitation,b2,noun,/definition/english/limitation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limitation__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lim/limit/limitation__us_1.mp3
limited,b2,adjective,/definition/english/limited,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lim/limit/limited__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lim/limit/limited__us_4.mp3
line,a1,noun,/definition/english/line_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/line_/line__us_1.mp3
line,b2,verb,/definition/english/line_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/line_/line__us_1.mp3
line-up,c1,noun,/definition/english/line-up_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/line_/line_up_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/line_/line_up_1_us_1.mp3
linear,c1,adjective,/definition/english/linear,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/linea/linear__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/linea/linear__us_1.mp3
linger,c1,verb,/definition/english/linger,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/linge/linger__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/linge/linger__us_1.mp3
link,a2,noun,/definition/english/link_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/link_/link__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/link_/link__us_1.mp3
link,a2,verb,/definition/english/link_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lin/link_/link__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lin/link_/link__us_1.mp3
lion,a1,noun,/definition/english/lion,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lio/lion_/lion__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lio/lion_/lion__us_2.mp3
lip,b1,noun,/definition/english/lip,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lip/lip__/lip__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lip/lip__/lip__us_1.mp3
liquid,b1,adjective,/definition/english/liquid_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/liq/liqui/liquid__us_3.mp3
liquid,b1,noun,/definition/english/liquid_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/liq/liqui/liquid__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/liq/liqui/liquid__us_3.mp3
list,a1,noun,/definition/english/list_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/list_/list__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lis/list_/list__us_1.mp3
list,a1,verb,/definition/english/list_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/list_/list__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lis/list_/list__us_1.mp3
listen,a1,verb,/definition/english/listen_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/liste/listen__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lis/liste/listen__us_1.mp3
listener,a2,noun,/definition/english/listener,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/liste/listener__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lis/liste/listener__us_1.mp3
listing,c1,noun,/definition/english/listing,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lis/listi/listing__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lis/listi/listing__us_1.mp3
literacy,c1,noun,/definition/english/literacy,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literacy__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lit/liter/literacy__us_1.mp3
literally,b2,adverb,/definition/english/literally,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literally__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lit/liter/literally__us_1.mp3
literary,b2,adjective,/definition/english/literary,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/l/lit/liter/literary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/l/lit/liter/literary__us_1.mp3
