word,level,pos,url,audioUk,audioUs
boom,c1,noun,/definition/english/boom_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boo/boom_/boom__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boo/boom_/boom__us_1.mp3
boost,b2,noun,/definition/english/boost_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boo/boost/boost__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boo/boost/boost__us_1.mp3
boost,b2,verb,/definition/english/boost_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boo/boost/boost__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boo/boost/boost__us_1.mp3
boot,a1,noun,/definition/english/boot_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boo/boot_/boot__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boo/boot_/boot__us_1.mp3
border,b1,noun,/definition/english/border_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/borde/border__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/borde/border__us_1.mp3
border,b2,verb,/definition/english/border_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/borde/border__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/borde/border__us_1.mp3
bored,a1,adjective,/definition/english/bored,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/bored/bored__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/bored/bored__us_1.mp3
boring,a1,adjective,/definition/english/boring,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/borin/boring__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/borin/boring__us_1.mp3
born,a1,verb,/definition/english/born_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/born_/born__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/born_/born__us_1.mp3
borrow,a2,verb,/definition/english/borrow,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bor/borro/borrow__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bor/borro/borrow__us_2_rr.mp3
boss,a2,noun,/definition/english/boss_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bos/boss_/boss__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bos/boss_/boss__us_8.mp3
both,a1,determiner,/definition/english/both,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/both_/both__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/both_/both__us_1.mp3
both,a1,pronoun,/definition/english/both,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/both_/both__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/both_/both__us_1.mp3
bother,b1,verb,/definition/english/bother_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/bothe/bother__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/bothe/bother__us_1.mp3
bottle,a1,noun,/definition/english/bottle_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/bottl/bottle__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/bottl/bottle__us_1.mp3
bottom,a2,adjective,/definition/english/bottom_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/botto/bottom__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/botto/bottom__us_1.mp3
bottom,a2,noun,/definition/english/bottom_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bot/botto/bottom__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bot/botto/bottom__us_1.mp3
bounce,c1,verb,/definition/english/bounce_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bou/bounc/bounce__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bou/bounc/bounce__us_1.mp3
bound,b2,adjective,/definition/english/bound_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bou/bound/bound__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bou/bound/bound__us_1.mp3
boundary,c1,noun,/definition/english/boundary,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bou/bound/boundary__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bou/bound/boundary__us_1.mp3
bow,c1,noun,/definition/english/bow1_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bow/bow__/bow__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bow/bow__/bow__us_1.mp3
bow,c1,verb,/definition/english/bow1_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bow/bow__/bow__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bow/bow__/bow__us_1.mp3
bowl,a2,noun,/definition/english/bowl_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bow/bowl_/bowl__gb_4.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bow/bowl_/bowl__us_1.mp3
box,a1,noun,/definition/english/box_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/box/box__/box__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/box/box__/box__us_1.mp3
boy,a1,noun,/definition/english/boy_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boy/boy__/boy__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boy/boy__/boy__us_1.mp3
boyfriend,a1,noun,/definition/english/boyfriend,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/boy/boyfr/boyfriend__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/boy/boyfr/boyfriend__us_2.mp3
brain,a2,noun,/definition/english/brain_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/brain/brain__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bra/brain/brain__us_1.mp3
branch,b1,noun,/definition/english/branch_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/branc/branch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bra/branc/branch__us_1.mp3
brand,b1,noun,/definition/english/brand_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/brand/brand__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bra/brand/brand__us_1.mp3
brand,b1,verb,/definition/english/brand_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/brand/brand__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bra/brand/brand__us_1.mp3
brave,b1,adjective,/definition/english/brave_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bra/brave/brave__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bra/brave/brave__us_1.mp3
breach,c1,noun,/definition/english/breach_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breac/breach__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breac/breach__us_1.mp3
breach,c1,verb,/definition/english/breach_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breac/breach__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breac/breach__us_1.mp3
bread,a1,noun,/definition/english/bread,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/bread/bread__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/bread/bread__us_1.mp3
break,a1,noun,/definition/english/break_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/break/break__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/break/break__us_1.mp3
break,a1,verb,/definition/english/break_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/break/break__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/break/break__us_1.mp3
breakdown,c1,noun,/definition/english/breakdown,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/break/breakdown__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/break/breakdown__us_1.mp3
breakfast,a1,noun,/definition/english/breakfast_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/break/breakfast__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/break/breakfast__us_1.mp3
breakthrough,c1,noun,/definition/english/breakthrough_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/break/breakthrough__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/break/breakthrough__us_1.mp3
breast,b2,noun,/definition/english/breast_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breas/breast__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breas/breast__us_1.mp3
breath,b1,noun,/definition/english/breath,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breat/breath__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breat/breath__us_1.mp3
breathe,b1,verb,/definition/english/breathe,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breat/breathe__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breat/breathe__us_1.mp3
breathing,b1,noun,/definition/english/breathing,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breat/breathing__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breat/breathing__us_1.mp3
breed,c1,noun,/definition/english/breed_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breed/breed__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breed/breed__us_1.mp3
breed,c1,verb,/definition/english/breed_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bre/breed/breed__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bre/breed/breed__us_1.mp3
brick,b2,noun,/definition/english/brick_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/brick/brick__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/brick/brick__us_1.mp3
bride,b1,noun,/definition/english/bride,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/bride/bride__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/bride/bride__us_1.mp3
bridge,a2,noun,/definition/english/bridge_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/bridg/bridge__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/bridg/bridge__us_1.mp3
brief,b2,adjective,/definition/english/brief_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/brief/brief__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/brief/brief__us_1.mp3
briefly,b2,adverb,/definition/english/briefly,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/brief/briefly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/brief/briefly__us_1.mp3
bright,a2,adjective,/definition/english/bright_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/brigh/bright_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/brigh/bright_1_us_1.mp3
brilliant,a2,adjective,/definition/english/brilliant,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/brill/brilliant__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/brill/brilliant__us_1.mp3
bring,a1,verb,/definition/english/bring,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bri/bring/bring__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bri/bring/bring__us_1.mp3
broad,b2,adjective,/definition/english/broad_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broad__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broad__us_2.mp3
broadband,c1,noun,/definition/english/broadband,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broadband__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broadband__us_1.mp3
broadcast,b2,noun,/definition/english/broadcast_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broadcast__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broadcast__us_1.mp3
broadcast,b2,verb,/definition/english/broadcast_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broadcast__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broadcast__us_1.mp3
broadcaster,b2,noun,/definition/english/broadcaster,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broadcaster__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broadcaster__us_1.mp3
broadly,b2,adverb,/definition/english/broadly,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broad/broadly__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broad/broadly__us_1.mp3
broken,a2,adjective,/definition/english/broken_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broke/broken__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broke/broken__us_1.mp3
brother,a1,noun,/definition/english/brother_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/broth/brother__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/broth/brother__us_2.mp3
brown,a1,adjective,/definition/english/brown_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/brown/brown_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/brown/brown__us_1.mp3
brown,a1,noun,/definition/english/brown_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/brown/brown_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/brown/brown__us_1.mp3
browser,c1,noun,/definition/english/browser,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bro/brows/browser__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bro/brows/browser__us_1.mp3
brush,a2,noun,/definition/english/brush_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bru/brush/brush__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bru/brush/brush__us_1.mp3
brush,a2,verb,/definition/english/brush_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bru/brush/brush__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bru/brush/brush__us_1.mp3
brutal,c1,adjective,/definition/english/brutal,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bru/bruta/brutal__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bru/bruta/brutal__us_1.mp3
bubble,b1,noun,/definition/english/bubble_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bub/bubbl/bubble__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bub/bubbl/bubble__us_3.mp3
buck,c1,noun,/definition/english/buck_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/buc/buck_/buck__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/buc/buck_/buck__us_1.mp3
buddy,c1,noun,/definition/english/buddy_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bud/buddy/buddy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bud/buddy/buddy__us_1.mp3
budget,b2,noun,/definition/english/budget_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bud/budge/budget__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bud/budge/budget__us_1.mp3
buffer,c1,noun,/definition/english/buffer_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/buf/buffe/buffer__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/buf/buffe/buffer__us_1.mp3
bug,b2,noun,/definition/english/bug_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bug/bug__/bug__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bug/bug__/bug__us_1.mp3
build,a1,verb,/definition/english/build_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bui/build/build__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bui/build/build__us_1.mp3
building,a1,noun,/definition/english/building,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bui/build/building__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bui/build/building__us_3.mp3
bulk,c1,noun,/definition/english/bulk_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bul/bulk_/bulk__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bul/bulk_/bulk__us_1.mp3
bullet,b2,noun,/definition/english/bullet,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bul/bulle/bullet__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bul/bulle/bullet__us_1.mp3
bunch,b2,noun,/definition/english/bunch_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bun/bunch/bunch__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bun/bunch/bunch__us_1.mp3
burden,c1,noun,/definition/english/burden_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burde/burden__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/burde/burden__us_1.mp3
bureaucracy,c1,noun,/definition/english/bureaucracy,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burea/bureaucracy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/burea/bureaucracy__us_1.mp3
burial,c1,noun,/definition/english/burial,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/buria/burial__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/buria/burial__us_1.mp3
burn,b2,noun,/definition/english/burn_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burn_/burn__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/burn_/burn__us_1.mp3
burn,a2,verb,/definition/english/burn_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burn_/burn__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/burn_/burn__us_1.mp3
burst,c1,verb,/definition/english/burst_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/burst/burst__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/burst/burst__us_1.mp3
bury,b1,verb,/definition/english/bury,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bur/bury_/bury__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bur/bury_/bury__us_1.mp3
bus,a1,noun,/definition/english/bus_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/bus__/bus__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/bus__/bus__us_1.mp3
bush,b2,noun,/definition/english/bush,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/bush_/bush_1_gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/bush_/bush__us_1.mp3
business,a1,noun,/definition/english/business,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/busin/business__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/busin/business__us_4.mp3
businessman,a2,noun,/definition/english/businessman,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/busin/businessman__gb_5.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/busin/businessman__us_1_rr.mp3
busy,a1,adjective,/definition/english/busy_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bus/busy_/busy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bus/busy_/busy__us_2.mp3
but,a1,conjunction,/definition/english/but_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/but/but__/but__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/but/but__/but__us_2_rr.mp3
but,b2,preposition,/definition/english/but_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/but/but__/but__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/but/but__/but__us_2_rr.mp3
butter,a1,noun,/definition/english/butter_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/but/butte/butter__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/but/butte/butter__us_2.mp3
button,a2,noun,/definition/english/button_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/but/butto/button__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/but/butto/button__us_4.mp3
buy,a1,verb,/definition/english/buy_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/buy/buy__/buy__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/buy/buy__/buy__us_1.mp3
by,b1,adverb,/definition/english/by_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/by_/by__g/by__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/by_/by__u/by__us_1.mp3
by,a1,preposition,/definition/english/by_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/by_/by__g/by__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/by_/by__u/by__us_1.mp3
bye,a1,exclamation,/definition/english/bye_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/b/bye/bye__/bye__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/b/bye/bye__/bye__us_1.mp3
cabin,b2,noun,/definition/english/cabin,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cab/cabin/cabin__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cab/cabin/cabin__us_1.mp3
cabinet,c1,noun,/definition/english/cabinet,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cab/cabin/cabinet__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cab/cabin/cabinet__us_1.mp3
cable,b2,noun,/definition/english/cable_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cab/cable/cable__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cab/cable/cable__us_2.mp3
cafe,a1,noun,/definition/english/cafe,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/caf/cafe_/cafe__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/caf/cafe_/cafe__us_1.mp3
cake,a1,noun,/definition/english/cake_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cak/cake_/cake__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cak/cake_/cake__us_1.mp3
calculate,b2,verb,/definition/english/calculate,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/calcu/calculate__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/calcu/calculate__us_1.mp3
calculation,c1,noun,/definition/english/calculation,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/calcu/calculation__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/calcu/calculation__us_1.mp3
call,a1,noun,/definition/english/call_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/call_/call__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/call_/call__us_1.mp3
call,a1,verb,/definition/english/call_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/call_/call__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/call_/call__us_1.mp3
calm,b1,adjective,/definition/english/calm_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/calm_/calm__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/calm_/calm__us_1.mp3
calm,b1,noun,/definition/english/calm_3,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/calm_/calm__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/calm_/calm__us_1.mp3
calm,b1,verb,/definition/english/calm_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cal/calm_/calm__gb_1.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cal/calm_/calm__us_1.mp3
camera,a1,noun,/definition/english/camera,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/camer/camera__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/camer/camera__us_1_rr.mp3
camp,a2,noun,/definition/english/camp_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/camp_/camp__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/camp_/camp_1_us_1.mp3
camp,a2,verb,/definition/english/camp_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/camp_/camp__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/camp_/camp_1_us_1.mp3
campaign,b1,noun,/definition/english/campaign_1,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/campa/campaign__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/campa/campaign__us_2.mp3
campaign,b1,verb,/definition/english/campaign_2,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/campa/campaign__gb_2.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/campa/campaign__us_2.mp3
camping,a2,noun,/definition/english/camping,https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/c/cam/campi/camping__gb_3.mp3,https://www.oxfordlearnersdictionaries.com/media/english/us_pron/c/cam/campi/camping__us_3.mp3
