word,pos,cefr_level,uk_ipa,us_ipa,uk_audio,us_audio,definition,example
"anger","noun","","ˈæŋ.ɡɚ","ˈæŋ.ɡɚ","/media/english/uk_pron/u/uka/ukang/ukangel006.mp3","/media/english/us_pron/a/ang/anger/anger.mp3","a strong feeling that makes you want to hurt someone or be unpleasant because of something unfair or unkind that has happened:","I think he feels a lot of anger towards his father, who treated him very badly as a child."
"anger","verb","","ˈæŋ.ɡɚ","ˈæŋ.ɡɚ","/media/english/uk_pron/u/uka/ukang/ukangel006.mp3","/media/english/us_pron/a/ang/anger/anger.mp3","to make someone angry:","The remark angered him."
"anger","noun","","","ˈæŋ·ɡər","","/media/english/us_pron/a/ang/anger/anger.mp3","the feeling people get when something unfair, painful, or bad happens:","You need to control your anger."
"angle","noun","","","","","","the space between two lines or surfaces at the point at which they touch each other, measured in degrees:","The interior angles of a square are right angles or angles of 90 degrees."
"angle","verb","","","","","","to aim, turn, or position something in a direction that is not horizontal or vertical:","The stage had been steeply angled (= was sloping very noticeably)"
"angle","noun","","","ˈæŋ·ɡəl","","/media/english/us_pron/a/ang/angle/angle.mp3","the space measured in degrees between two lines or surfaces from the point where they meet:","The angles of a square are 90 degrees."
"angle","verb","","","ˈæŋ·ɡəl","","/media/english/us_pron/a/ang/angle/angle.mp3","to turn, or to move something so that it is not in a straight line or in the center:","The path angles to the left."
"angry","adjective","","ˈæŋ.ɡri","ˈæŋ.ɡri","/media/english/uk_pron/u/uka/ukang/ukangel024.mp3","/media/english/us_pron/a/ang/angry/angry.mp3","having a strong feeling against someone who has behaved badly, making you want to shout at them or hurt them:","He's really angry at/with"
"angry","adjective","","","ˈæŋ·ɡri","","/media/english/us_pron/a/ang/angry/angry.mp3","having the feeling people get when something unfair, painful, or bad happens:","an angry mob"
"animal","noun","","","","","","something that lives and moves but is not a human, bird, fish, or insect:","wild/domestic animals"
"animal","adjective","","","","","","made or obtained from an animal or animals:","animal products"
"animal","noun","","","ˈæn·ə·məl","","/media/english/us_pron/a/ani/anima/animal.mp3","a living thing that can move and eat and react to the world through its senses, esp. of sight and hearing:","Mammals, insects, reptiles, and birds are all animals."
"animal","adjective","","","ˈæn·ə·məl","","/media/english/us_pron/a/ani/anima/animal.mp3","relating to physical needs or desires, such as to eat or reproduce:","Animal instincts apply to all animals, including humans."
"animation","noun","","","","","","enthusiasm and energy:","She spoke with great animation about her latest discoveries."
"animation","noun","","","ˌæn·əˈmeɪ·ʃən","","/media/english/us_pron/a/ani/anima/animation.mp3","energy and enthusiasm:","Her voice was full of animation."
"ankle","noun","","","","","","the joint (= place where two bones are connected) between the foot and the leg, or the thin part of the leg just above the foot:","I fell over and twisted my ankle."
"ankle","noun","","","ˈæŋ·kəl","","/media/english/us_pron/a/ank/ankle/ankle.mp3","the joint connecting the foot to the leg, or the thin part of the leg just above the foot",""
"anniversary","noun","","ˌæn.əˈvɝː.sɚ.i","ˌæn.əˈvɝː.sɚ.i","/media/english/uk_pron/u/uka/ukani/ukanima025.mp3","/media/english/us_pron/a/ann/anniv/anniversary.mp3","the day on which an important event happened in a previous year:","We always celebrate our wedding"
"anniversary","noun","","","ˌæn·əˈvɜr·sə·ri","","/media/english/us_pron/a/ann/anniv/anniversary.mp3","a day when we remember or celebrate something important that happened on that day in a previous year:","To celebrate our wedding anniversary, we gave a big party."
"announce","verb","","əˈnaʊns","əˈnaʊns","/media/english/uk_pron/u/uka/ukani/ukanima029.mp3","/media/english/us_pron/a/ann/annou/announce.mp3","to make something known or tell people about something officially:","They announced the death of their mother in the local paper."
"announce","verb","","","əˈnɑʊns","","/media/english/us_pron/a/ann/annou/announce.mp3","to state officially or make known publicly:","She announced her resignation last Monday."
"announcement","noun","","əˈnaʊns.mənt","əˈnaʊns.mənt","/media/english/uk_pron/u/uka/ukani/ukanima030.mp3","/media/english/us_pron/a/ann/annou/announcement.mp3","something that someone says officially, giving information about something:","The president made"
"annoy","verb","","əˈnɔɪ","əˈnɔɪ","/media/english/uk_pron/u/uka/ukann/ukannou002.mp3","/media/english/us_pron/a/ann/annoy/annoy.mp3","to make someone angry:","Tina really annoyed me in the meeting this morning."
"annoy","verb","","","əˈnɔɪ","","/media/english/us_pron/a/ann/annoy/annoy.mp3","to make someone slightly angry or upset:","I know you’re doing this only to annoy me."
"annoyed","adjective","","əˈnɔɪd","əˈnɔɪd","/media/english/uk_pron/u/uka/ukann/ukannou004.mp3","/media/english/us_pron/a/ann/annoy/annoyed.mp3","angry:","I was so annoyed with"
"annoying","adjective","","əˈnɔɪ.ɪŋ","əˈnɔɪ.ɪŋ","/media/english/uk_pron/u/uka/ukann/ukannou005.mp3","/media/english/us_pron/a/ann/annoy/annoying.mp3","making you feel slightly angry:","It's really annoying when a train is late and there's no explanation."
"annual","adjective","","ˈæn.ju.əl","ˈæn.ju.əl","/media/english/uk_pron/u/uka/ukann/ukannou007.mp3","/media/english/us_pron/a/ann/annua/annual.mp3","happening once every year:","an annual event/visit/holiday"
"annual","noun","","ˈæn.ju.əl","ˈæn.ju.əl","/media/english/uk_pron/u/uka/ukann/ukannou007.mp3","/media/english/us_pron/a/ann/annua/annual.mp3","a book or magazine published once a year, especially for children, with the same title and style but different contents",""
"annual","adjective","","","ˈæn·ju·əl","","/media/english/us_pron/a/ann/annua/annual.mp3","of or for a period of one year:","an annual salary"
"annual","noun","","","ˈæn·ju·əl","","/media/english/us_pron/a/ann/annua/annual.mp3","a plant that grows, produces seeds, and dies within one year",""
"annual","adjective","","ˈænjuəl","","/media/english/uk_pron/u/uka/ukann/ukannou007.mp3","","happening once every year, or relating to a period of one year:","The group hopes to turn the seminar into an annual event."
"annually","adverb","","ˈæn.ju.ə.li","ˈæn.ju.ə.li","/media/english/uk_pron/u/uka/ukann/ukannou009.mp3","/media/english/us_pron/a/ann/annua/annually.mp3","once every year:","Your starting salary is £23,000 per annum and will be reviewed annually."
"annually","adverb","","","ˈæn·ju·ə·li","","/media/english/us_pron/a/ann/annua/annually.mp3","every year:","The hospital spends $1.1 million annually for its computer operations."
"annually","adverb","","ˈænjuəli","","/media/english/uk_pron/u/uka/ukann/ukannou009.mp3","","every year:","Your starting salary is £20,000 per annum and will be reviewed annually."
"anonymous","adjective","","əˈnɒn.ɪ.məs","əˈnɑː.nə.məs","/media/english/uk_pron/u/uka/ukann/ukannou027.mp3","/media/english/us_pron/a/ano/anony/anonymous.mp3","made or done by someone whose name is not known or not made public:","The money was donated by an anonymous benefactor"
"anonymous","adjective","","","əˈnɑn·ə·məs","","/media/english/us_pron/a/ano/anony/anonymous.mp3","(made or done by someone) with a name that is not known or not made public:","an anonymous donor"
"another","determiner","","əˈnʌð.ɚ","əˈnʌð.ɚ","/media/english/uk_pron/u/uka/ukano/ukanore004.mp3","/media/english/us_pron/a/ano/anoth/another.mp3","one more person or thing or an extra amount:","I'm going to have another piece of cake."
"another","adjective","","","əˈnʌð·ər","","/media/english/us_pron/a/ano/anoth/another.mp3","one more (person or thing) or an additional (amount):","We have two tickets and need another (one)."
"answer","noun","","ˈæn.sɚ","ˈæn.sɚ","/media/english/uk_pron/u/uka/ukano/ukanore006.mp3","/media/english/us_pron/a/ans/answe/answer.mp3","a reaction to a question, letter, phone call, etc.:","In answer to your letter of 30 May, I am writing to accept your offer of £3,575 in compensation."
"answer","verb","","ˈæn.sɚ","ˈæn.sɚ","/media/english/uk_pron/u/uka/ukano/ukanore006.mp3","/media/english/us_pron/a/ans/answe/answer.mp3","to say, write, or do something as a reaction to a question, letter, etc.:","You still haven't answered my question: why do you need to borrow my car?"
"answer","noun","","","ˈæn·sər","","/media/english/us_pron/a/ans/answe/answer.mp3","something said or written in reaction to a question or statement:","If you are asking me if I want to go into business with you, the answer is no."
"anticipate","verb","","ænˈtɪs.ɪ.peɪt","ænˈtɪs.ə.peɪt","/media/english/uk_pron/u/uka/ukant/ukantep026.mp3","/media/english/us_pron/a/ant/antic/anticipate.mp3","to imagine or expect that something will happen:","We don't anticipate any trouble."
"anticipate","verb","","","ænˈtɪs·əˌpeɪt","","/media/english/us_pron/a/ant/antic/anticipate.mp3","to imagine or expect that something will happen, sometimes taking action in preparation for it:","No job cuts are anticipated under the new ownership."
"anticipate","verb","","ænˈtɪsɪpeɪt","","/media/english/uk_pron/u/uka/ukant/ukantep026.mp3","","to imagine or expect that something will happen:","It's always best to anticipate problems before they arise."
"anxiety","noun","","æŋˈzaɪ.ə.ti","æŋˈzaɪ.ə.t̬i","/media/english/uk_pron/u/uka/ukant/ukantis011.mp3","/media/english/us_pron/a/anx/anxie/anxiety.mp3","an uncomfortable feeling of nervousness or worry about something that is happening or might happen in the future:","Children normally feel a lot of anxiety about"
"anxiety","noun","","","æŋˈzɑɪ·ɪ·t̬i","","/media/english/us_pron/a/anx/anxie/anxiety.mp3","an uncomfortable feeling of worry about something that is happening or might happen, or a cause of this:","For many children, every new school year causes anxiety."
"anxious","adjective","","ˈæŋk.ʃəs","ˈæŋk.ʃəs","/media/english/uk_pron/u/uka/ukant/ukantis012.mp3","/media/english/us_pron/a/anx/anxio/anxious.mp3","worried and nervous:","My mother always gets a bit anxious if we don't arrive when we say we will."
"anxious","adjective","","","ˈæŋk·ʃəs","","/media/english/us_pron/a/anx/anxio/anxious.mp3","wanting very much for something to happen; eager:","I’ve been anxious to meet you."
"any","determiner","","ˈen.i","ˈen.i","/media/english/uk_pron/u/uka/ukant/ukantis014.mp3","/media/english/us_pron/a/any/any__/any.mp3","some, or even the smallest amount or number of:","Is there any of that lemon cake left?"
"any","adverb","","ˈen.i","ˈen.i","/media/english/uk_pron/u/uka/ukant/ukantis014.mp3","/media/english/us_pron/a/any/any__/any.mp3","at all or in the least:","Can't you run any faster?"
"any","adjective","","","ˈen·i","","/media/english/us_pron/a/any/any__/any.mp3","(used in negative statements and questions) some, or even the smallest amount (of):","We didn’t have any idea what the airfare would be."
"any","adverb","","","ˈen·i","","/media/english/us_pron/a/any/any__/any.mp3","at all or in the least:","I can’t say any more."
"any more","adverb","","ˌen.iˈmɔːr","ˌen.iˈmɔːr","/media/english/uk_pron/u/uka/ukant/ukantis017.mp3","/media/english/us_pron/a/any/anymo/anymore.mp3","If you do not do something or something does not happen anymore, you have stopped doing it or it does not now happen:","I don't do yoga anymore."
"any more","adverb","","","ˌen·iˈmɔr","","/media/english/us_pron/a/any/anymo/anymore.mp3","(used esp. in negative statements) any longer:","I don’t know who to trust anymore."
"anybody","pronoun","","ˈen.iˌbɒd.i","ˈen.iˌbɑː.di","/media/english/uk_pron/u/uka/ukant/ukantis015.mp3","/media/english/us_pron/a/any/anybo/anybody.mp3","→ anyone",""
"anybody","pronoun","","","ˈen·iˌbɑd·i","","/media/english/us_pron/a/any/anybo/anybody.mp3","anyone:","Does anybody have change for a $10 bill?"
"anyone","pronoun","","ˈen.i.wʌn","ˈen.i.wʌn","/media/english/uk_pron/u/uka/ukant/ukantis018.mp3","/media/english/us_pron/a/any/anyon/anyone.mp3","used in questions and negatives to mean ""a person or people"":","I haven't spoken to anyone all day."
"anyone","pronoun","","","ˈen·iˌwʌn","","/media/english/us_pron/a/any/anyon/anyone.mp3","any person whatever, or (esp. in negative statements and questions) a person, but without saying which person:","Hello, is anyone home?"
"anything","pronoun","","ˈen.i.θɪŋ","ˈen.i.θɪŋ","/media/english/uk_pron/u/uka/ukant/ukantis021.mp3","/media/english/us_pron/a/any/anyth/anything.mp3","used in questions and negatives to mean ""something"":","Is there anything I can do to help?"
"anything","pronoun","","","ˈen·iˌθɪŋ","","/media/english/us_pron/a/any/anyth/anything.mp3","any event, act, or object whatever, or (esp. in negative statements or questions) something:","Is there anything I can do to help?"
"anyway","adverb","","ˈen.i.weɪ","ˈen.i.weɪ","/media/english/uk_pron/u/uka/ukant/ukantis023.mp3","/media/english/us_pron/a/any/anywa/anyway.mp3","whatever else is happening, without considering other things:","Of course I don't mind taking you home - I'm going that way anyway."
"anyway","adverb","","","ˈen·iˌweɪ","","/media/english/us_pron/a/any/anywa/anyway.mp3","not considering other facts or conditions; considered independently, without being influenced by other things:","Of course I don’t mind taking you home – I’m going that way anyway."
"anywhere","adverb","","ˈen.i.wer","ˈen.i.wer","/media/english/uk_pron/u/uka/ukant/ukantis025.mp3","/media/english/us_pron/a/any/anywh/anywhere.mp3","in, to, or at any place:","You won't find a better plumber anywhere in England."
"anywhere","adverb","","","ˈen·iˌhweər","","/media/english/us_pron/a/any/anywh/anywhere.mp3","in, to, or at any place whatever or (esp. in negative statements and questions) a place, but without saying which place:","I can’t find my scarf anywhere."
"apart","adverb","","əˈpɑːt","əˈpɑːrt","/media/english/uk_pron/u/uka/ukant/ukantis030.mp3","/media/english/us_pron/a/apa/apart/apart.mp3","separated by a distance or by time:","Stand with your feet wide apart."
"apart","adjective","","əˈpɑːt","əˈpɑːrt","/media/english/uk_pron/u/uka/ukant/ukantis030.mp3","/media/english/us_pron/a/apa/apart/apart.mp3","living or staying in a different place from the person that you are married to or have a close relationship with:","When you're apart you rely so heavily on the phone."
"apart","adverb","","","əˈpɑrt","","/media/english/us_pron/a/apa/apart/apart.mp3","separated by a distance:","Stand with your feet wide apart and bend from the waist."
"apartment","noun","","əˈpɑːt.mənt","əˈpɑːrt.mənt","/media/english/uk_pron/u/uka/ukapa/ukapart002.mp3","/media/english/us_pron/a/apa/apart/apartment.mp3","a set of rooms for living in, especially on one floor of a building:","I'll give you the keys to my apartment."
"apartment","noun","","","əˈpɑrt·mənt","","/media/english/us_pron/a/apa/apart/apartment.mp3","a set of rooms for living in that includes a kitchen and a bathroom:","They lived in a six-room apartment on the eighth floor."
"apartment","noun","","əˈpɑːtmənt","","/media/english/uk_pron/u/uka/ukapa/ukapart002.mp3","","a set of rooms for living in that are part of a larger building and are usually all on one floor:","He rents an apartment near his workplace."
"apologize","verb","","əˈpɒl.ə.dʒaɪz","əˈpɑː.lə.dʒaɪz","/media/english/uk_pron/u/uka/ukapo/ukapolo001.mp3","/media/english/us_pron/a/apo/apolo/apologize.mp3","to tell someone that you are sorry for having done something that has caused problems or unhappiness for them:","I must apologize to Isobel for my lateness."
"apologize","verb","","","əˈpɑl·əˌdʒɑɪz","","/media/english/us_pron/a/apo/apolo/apologize.mp3","to tell someone that you are sorry for something that has caused inconvenience or unhappiness:","She apologized for her husband’s rudeness."
"apology","noun","","əˈpɒl.ə.dʒi","əˈpɑː.lə.dʒi","/media/english/uk_pron/u/uka/ukapo/ukapolo002.mp3","/media/english/us_pron/a/apo/apolo/apology.mp3","an act of saying that you are sorry for something wrong you have done:","I have an apology to make"
"apology","noun","","","əˈpɑl·ə·dʒi","","/media/english/us_pron/a/apo/apolo/apology.mp3","an act of saying that you are sorry:","I have an apology to make to you – I opened your letter by mistake."
"apology","noun","","əˈpɒlədʒi","","/media/english/uk_pron/u/uka/ukapo/ukapolo002.mp3","","the act of saying sorry or a message that says sorry:","An apology and a refund are being sent to the customer."
"app","noun","","æp","æp","/media/english/uk_pron/c/cbe/cbedu/cbeduk00327.mp3","/media/english/us_pron/c/cbe/cbedu/cbedus00327.mp3","abbreviation for application: a computer program that is designed for a particular purpose:","You can run an app on your PC that will find the files and burn them to a CD."
"app","noun","","æp","","/media/english/uk_pron/c/cbe/cbedu/cbeduk00327.mp3","","abbreviation for application or application program: a computer program that is designed for a particular purpose:","After plugging the unit into your wired network, you run a little app on your PC that searches the network to locate the camera."
"apparatus","noun","","ˌæp.əˈreɪ.təs","ˌæp.əˈræt̬.əs","/media/english/uk_pron/u/uka/ukapo/ukapolo018.mp3","/media/english/us_pron/e/eus/eus70/eus70281.mp3","a set of equipment or tools or a machine that is used for a particular purpose:","a piece of"
"apparatus","noun","","","ˌæp·əˈræt̬·əs","","/media/english/us_pron/e/eus/eus70/eus70281.mp3","a set of equipment, tools, or a machine that is used for a particular purpose:","The garage had an apparatus to lift cars up."
"apparent","adjective","","","","","","able to be seen or understood:","Her unhappiness was apparent to"
"apparent","adjective","","","əˈpær·ənt","","/media/english/us_pron/a/app/appar/apparent.mp3","able to be seen or understood:","It was becoming increasingly apparent that he could no longer look after himself."
"apparently","adverb","","","","","","used to say you have read or been told something although you are not certain it is true:","Apparently it's going to rain today."
"apparently","adverb","","","əˈpær·ənt·li","","/media/english/us_pron/a/app/appar/apparently.mp3","according to what seems to be true or what is likely, based on what you know:","The computer trouble was apparently caused by a programming error."
"appeal","noun","","əˈpiːl","əˈpiːl","/media/english/uk_pron/u/uka/ukapo/ukapolo023.mp3","/media/english/us_pron/a/app/appea/appeal.mp3","a request to the public for money, information, or help:","They're launching (= starting)"
"appeal","verb","","əˈpiːl","əˈpiːl","/media/english/uk_pron/u/uka/ukapo/ukapolo023.mp3","/media/english/us_pron/a/app/appea/appeal.mp3","to make a serious or formal request, especially to the public, for money, information, or help:","They're appealing for clothes and blankets to send to the devastated region."
"appeal","verb","","","əˈpil","","/media/english/us_pron/a/app/appea/appeal.mp3","to be interesting or attractive:","Such music managed to appeal to the tastes of both young and old."
"appeal","noun","","","əˈpil","","/media/english/us_pron/a/app/appea/appeal.mp3","the quality of being interesting or attractive:","Eating out has lost much of its appeal."
"appeal","noun","","əˈpiːl","","/media/english/uk_pron/u/uka/ukapo/ukapolo023.mp3","","a request to a law court or other official organization to change a previous decision:","He has 28 days to lodge an appeal in the High Court."
"appeal","verb","","əˈpiːl","","/media/english/uk_pron/u/uka/ukapo/ukapolo023.mp3","","to ask a higher law court to consider again a decision made by a lower court, especially in order to reduce or prevent a punishment:","They're appealing to the High Court to reduce the fine."
"appealing","adjective","","əˈpiː.lɪŋ","əˈpiː.lɪŋ","/media/english/uk_pron/u/uka/ukapo/ukapolo024.mp3","/media/english/us_pron/a/app/appea/appealing.mp3","attractive or interesting:","The idea of not having to get up early every morning is rather appealing (to"
"appealing","adjective","","","əˈpi·lɪŋ","","/media/english/us_pron/a/app/appea/appealing.mp3","interesting and attractive:","The package describing European tours certainly made them seem appealing."
"appear","verb","","əˈpɪr","əˈpɪr","/media/english/uk_pron/u/uka/ukapo/ukapolo025.mp3","/media/english/us_pron/a/app/appea/appear.mp3","to start to be seen or to be present:","He suddenly appeared in the doorway."
"appear","verb","","","əˈpɪər","","/media/english/us_pron/a/app/appea/appear.mp3","to become noticeable or to be present:","At this point the ferry boat suddenly appeared."
"appearance","noun","","","","","","an occasion when someone appears in public:","It was his first appearance on television/television appearance as"
"appearance","noun","","","əˈpɪər·əns","","/media/english/us_pron/a/app/appea/appearance.mp3","the way a person or thing looks or seems to other people:","The most striking feature of his appearance was his long hair."
"appetite","noun","","ˈæp.ə.taɪt","ˈæp.ə.taɪt","/media/english/uk_pron/u/uka/ukapp/ukappen009.mp3","/media/english/us_pron/a/app/appet/appetite.mp3","the feeling that you want to eat food:","All that walking has given me an appetite."
"appetite","noun","","","ˈæp·ɪˌtɑɪt","","/media/english/us_pron/a/app/appet/appetite.mp3","a desire or need for something, esp. food:","a good/healthy appetite"
"applaud","verb","","əˈplɔːd","əˈplɑːd","/media/english/uk_pron/u/uka/ukapp/ukappen012.mp3","/media/english/us_pron/a/app/appla/applaud.mp3","to show enjoyment or approval of something such as a performance or speech by clapping the hands repeatedly to make a noise:","You should have heard the audience applaud - the noise was fantastic."
"applaud","verb","","","əˈplɔd","","/media/english/us_pron/a/app/appla/applaud.mp3","to show your enjoyment or approval of something such as a performance by clapping your hands repeatedly",""
"apple","noun","","","","","","a round fruit with firm, white flesh and a green, red, or yellow skin:","to peel an apple"
"apple","noun","","","ˈæp·əl","","/media/english/us_pron/a/app/apple/apple.mp3","a round, edible fruit having a red, green, or yellow skin, or the tree on which it grows",""
"applicable","adjective","","","","","","affecting or relating to a person or thing:","This part of the law is only applicable to"
"applicable","adjective","","əˈplɪkəbl","","/media/english/uk_pron/u/uka/ukapp/ukappen018.mp3","","affecting or relating to someone or something:","The company will help with moving expenses where applicable."
"applicant","noun","","ˈæp.lɪ.kənt","ˈæp.lə.kənt","/media/english/uk_pron/u/uka/ukapp/ukappen019.mp3","/media/english/us_pron/a/app/appli/applicant.mp3","a person who formally requests something, especially a job, or to study at a college or university:","How many applicants did you have for"
"applicant","noun","","","ˈæp·lɪ·kənt","","/media/english/us_pron/a/app/appli/applicant.mp3","a person who formally requests something, such as a job or admission to a college or university",""
"applicant","noun","","ˈæplɪkənt","","/media/english/uk_pron/u/uka/ukapp/ukappen019.mp3","","someone who has applied for a job, a place on a course, etc.:","Many applicants simply don't meet hiring requirements."
"application","noun","","","","","","an official request for something, usually in writing:","a letter of"
"application","noun","","","ˌæp·lɪˈkeɪ·ʃən","","/media/english/us_pron/a/app/appli/application.mp3","a particular use",""
"application","noun","","","","","","an official request for a job, a place on a course, etc., usually in writing:","We received over 250 applications for the post."
"apply","verb","","əˈplaɪ","əˈplaɪ","/media/english/uk_pron/u/uka/ukapp/ukappen024.mp3","/media/english/us_pron/a/app/apply/apply.mp3","to request something, usually officially, especially in writing or by sending in a form:","We've applied for a grant to get funding for the project."
"apply","verb","","","əˈplɑɪ","","/media/english/us_pron/a/app/apply/apply.mp3","to request something, usually officially, esp. by writing or by sending in a form:","to apply for a job/loan"
"apply","verb","","əˈplaɪ","","/media/english/uk_pron/u/uka/ukapp/ukappen024.mp3","","to officially ask for something such as a job, a place on a course, or a loan, usually by completing a special form or writing a letter:","Please apply before April 4th."
"appoint","verb","","əˈpɔɪnt","əˈpɔɪnt","/media/english/uk_pron/u/uka/ukapp/ukappen025.mp3","/media/english/us_pron/a/app/appoi/appoint.mp3","to choose someone officially for a job or responsibility:","We've appointed three new teachers this year."
"appoint","verb","","","əˈpɔɪnt","","/media/english/us_pron/a/app/appoi/appoint.mp3","to choose someone officially for a job or responsibility:","Commissioner Curtis was appointed by President Bush."
"appoint","verb","","əˈpɔɪnt","","/media/english/uk_pron/u/uka/ukapp/ukappen025.mp3","","to choose someone officially for a job or responsibility:","They still have not appointed his replacement."
"appointment","noun","","əˈpɔɪnt.mənt","əˈpɔɪnt.mənt","/media/english/uk_pron/u/uka/ukapp/ukappen028.mp3","/media/english/us_pron/a/app/appoi/appointment.mp3","a formal arrangement to meet or visit someone at a particular time and place:","I have a dental appointment tomorrow morning."
"appointment","noun","","","əˈpɔɪnt·mənt","","/media/english/us_pron/a/app/appoi/appointment.mp3","a formal arrangement to meet or visit someone at a particular time and place:","I have a doctor’s appointment tomorrow."
"appointment","noun","","əˈpɔɪntmənt","","/media/english/uk_pron/u/uka/ukapp/ukappen028.mp3","","a formal arrangement to meet or visit someone at a particular time and place:","What time is your appointment with the bank manager?"
"appreciate","verb","","əˈpriː.ʃi.eɪt","əˈpriː.ʃi.eɪt","/media/english/uk_pron/u/uka/ukapp/ukappra007.mp3","/media/english/us_pron/a/app/appre/appreciate.mp3","to recognize how good someone or something is and to value them or it:","There's no point buying him expensive wines - he doesn't appreciate them."
"appreciate","verb","","","əˈpri·ʃiˌeɪt","","/media/english/us_pron/a/app/appre/appreciate.mp3","to be aware of something, or to understand that something is valuable:","I appreciate that this is a difficult decision for you."
"appreciate","verb","","əˈpriːʃieɪt","","/media/english/uk_pron/u/uka/ukapp/ukappra007.mp3","","to increase in value:","His property has appreciated as much as 40% in two years."
"appreciation","noun","","","","","","the act of recognizing or understanding that something is valuable, important, or as described:","The crowd cheered in appreciation."
"appreciation","noun","","","əˌpri·ʃiˈeɪ·ʃən","","/media/english/us_pron/a/app/appre/appreciation.mp3","the act of recognizing someone's worth as a person or showing that you are grateful for something that person has done:","""I’d just like a little appreciation,"" she sobbed."
"appreciation","noun","","","","","","an increase in value:","At 17.55%, the state's house-price appreciation was nearly triple the national rate."
"approach","verb","","əˈprəʊtʃ","əˈproʊtʃ","/media/english/uk_pron/u/uka/ukapp/ukappra018.mp3","/media/english/us_pron/a/app/appro/approach.mp3","to come near or nearer to something or someone in space, time, quality, or amount:","We could just see the train approaching in the distance."
"approach","noun","","əˈprəʊtʃ","əˈproʊtʃ","/media/english/uk_pron/u/uka/ukapp/ukappra018.mp3","/media/english/us_pron/a/app/appro/approach.mp3","a way of considering or doing something:","Since our research so far has not produced any answers to this problem, we need to adopt"
"approach","verb","","","əˈproʊtʃ","","/media/english/us_pron/a/app/appro/approach.mp3","to come nearer to something or someone:","We could see the train approaching from a distance."
"approach","noun","","","əˈproʊtʃ","","/media/english/us_pron/a/app/appro/approach.mp3","(of a person or object) the act of coming near to someone or something, or (of an event) the state of being about to happen soon:","The approach of winter sends many birds flying south."
"approach","noun","","əˈprəʊtʃ","","/media/english/uk_pron/u/uka/ukapp/ukappra018.mp3","","a way of doing something:","Their positive approach to absence management played a large part in helping the organization return to profitability."
"appropriate","adjective","","əˈprəʊ.pri.ət","əˈproʊ.pri.ət","/media/english/uk_pron/u/uka/ukapp/ukappra022.mp3","/media/english/us_pron/a/app/appro/appropriate_01_00.mp3","suitable or right for a particular situation or occasion:","appropriate footwear for the country"
"appropriate","verb","","əˈprəʊ.pri.eɪt","əˈproʊ.pri.eɪt","/media/english/uk_pron/u/uka/ukapp/ukappra021.mp3","/media/english/us_pron/a/app/appro/appropriate_02_00.mp3","to take something for your own use, usually without permission:","He lost his job when he was found to have appropriated some of the company's money."
"appropriate","adjective","","","əˈproʊ·pri·ət","","/media/english/us_pron/a/app/appro/appropriate_01_00.mp3","correct or right for a particular situation or occasion:","Punishment should be appropriate to the crime."
"appropriate","verb","","","əˈproʊ·priˌeɪt","","/media/english/us_pron/a/app/appro/appropriate_02_00.mp3","to take and use for a purpose:","The state appropriated funds for more clinics."
"appropriately","adverb","","əˈprəʊ.pri.ət.li","əˈproʊ.pri.ət.li","/media/english/uk_pron/u/uka/ukapp/ukappra023.mp3","/media/english/us_pron/a/app/appro/appropriately.mp3","in a way that is suitable or right for a particular situation or occasion:","She didn't think we were appropriately dressed for a wedding."
